src_ip,dst_ip,communication_count
147.32.84.165,122.226.12.150,2
147.32.84.165,122.228.199.136,604
147.32.84.165,122.55.100.236,2
147.32.84.165,123.100.100.30,2
147.32.84.165,123.101.86.207,10
147.32.84.165,123.108.236.168,2
147.32.84.165,123.192.93.118,4
147.32.84.165,123.201.84.212,4
147.32.84.165,123.237.29.47,6
147.32.84.165,123.238.67.45,6
147.32.84.165,123.27.92.55,10
147.32.84.165,123.27.93.144,4
147.32.84.165,123.30.129.231,2
147.32.84.165,124.108.110.37,8
147.32.84.165,124.11.68.74,12
147.32.84.165,124.123.125.48,12
147.32.84.165,124.123.210.234,6
147.32.84.165,124.123.231.99,4
147.32.84.165,124.205.32.83,2
147.32.84.165,124.54.43.181,8
147.32.84.165,124.81.180.76,12
147.32.84.165,125.166.97.131,14
147.32.84.165,125.170.100.175,2
147.32.84.165,125.53.25.12,6
147.32.84.165,128.100.132.139,2
147.32.84.165,128.120.32.9,6
147.32.84.165,128.120.33.39,6
147.32.84.165,128.121.30.4,6
147.32.84.165,128.171.224.100,6
147.32.84.165,128.171.224.25,6
147.32.84.165,128.2.11.35,2
147.32.84.165,128.23.34.114,6
147.32.84.165,128.23.34.115,6
147.32.84.165,128.23.34.59,6
147.32.84.165,128.242.120.13,2
147.32.84.165,129.109.15.68,2
147.32.84.165,129.212.11.3,2
147.32.84.165,129.252.158.13,2
147.32.84.165,129.35.204.72,2
147.32.84.165,129.63.1.107,2
147.32.84.165,129.69.1.55,2
147.32.84.165,129.78.10.13,6
147.32.84.165,130.192.3.90,2
147.32.84.165,130.225.220.45,2
147.32.84.165,130.94.230.170,6
147.32.84.165,131.207.168.36,2
147.32.84.165,132.198.56.23,2
147.32.84.165,132.203.244.23,6
147.32.84.165,132.203.244.24,6
147.32.84.165,132.203.250.23,6
147.32.84.165,132.248.205.93,2
147.32.84.165,132.3.33.18,6
147.32.84.165,132.3.41.19,6
147.32.84.165,132.3.41.20,6
147.32.84.165,133.44.1.100,2
147.32.84.165,134.100.38.104,2
147.32.84.165,134.169.9.146,2
147.32.84.165,134.198.124.79,2
147.32.84.165,134.32.15.65,10
147.32.84.165,134.95.19.92,2
147.32.84.165,135.245.0.33,2
147.32.84.165,135.245.0.35,6
147.32.84.165,137.82.224.74,4
147.32.84.165,138.162.5.133,6
147.32.84.165,138.163.1.68,6
147.32.84.165,138.163.129.68,6
147.32.84.165,139.134.5.153,6
147.32.84.165,139.142.154.136,2
147.32.84.165,139.15.237.6,4
147.32.84.165,139.55.194.133,4
147.32.84.165,14.60.136.234,4
147.32.84.165,14.96.120.163,4
147.32.84.165,14.97.11.247,12
147.32.84.165,14.97.21.87,12
147.32.84.165,14.97.27.137,12
147.32.84.165,14.98.235.215,10
147.32.84.165,14.99.216.84,6
147.32.84.165,140.108.26.140,2
147.32.84.165,140.124.13.31,2
147.32.84.165,140.174.80.116,6
147.32.84.165,140.174.96.166,2
147.32.84.165,140.184.133.99,2
147.32.84.165,141.146.126.228,2
147.32.84.165,141.146.126.229,2
147.32.84.165,141.71.1.161,2
147.32.84.165,141.91.240.138,2
147.32.84.165,142.150.149.212,2
147.32.84.165,142.169.1.45,2
147.32.84.165,142.179.192.211,2
147.32.84.165,142.217.192.33,2
147.32.84.165,142.46.141.223,6
147.32.84.165,143.100.37.202,2
147.32.84.165,143.244.72.133,2
147.32.84.165,143.69.243.34,6
147.32.84.165,143.69.251.34,12
147.32.84.165,144.135.18.32,16
147.32.84.165,145.242.11.31,2
147.32.84.165,146.126.88.116,6
147.32.84.165,146.141.15.6,2
147.32.84.165,146.94.193.26,2
147.32.84.165,147.123.1.113,2
147.32.84.165,147.32.80.9,31004
147.32.84.165,147.32.84.171,110
147.32.84.165,147.32.84.231,2
147.32.84.165,147.32.84.255,126
147.32.84.165,147.32.96.45,4
147.32.84.165,148.168.224.83,2
147.32.84.165,148.183.57.178,2
147.32.84.165,15.192.0.85,2
147.32.84.165,15.193.32.72,4
147.32.84.165,15.201.24.91,2
147.32.84.165,150.178.1.5,2
147.32.84.165,150.186.92.225,6
147.32.84.165,151.100.101.67,4
147.32.84.165,151.189.21.100,12
147.32.84.165,151.189.21.118,14
147.32.84.165,152.135.148.15,2
147.32.84.165,152.2.2.193,2
147.32.84.165,152.26.58.17,6
147.32.84.165,152.26.58.20,6
147.32.84.165,153.110.239.145,12
147.32.84.165,153.46.252.105,2
147.32.84.165,153.97.98.103,2
147.32.84.165,155.139.67.201,2
147.32.84.165,155.212.4.100,2
147.32.84.165,155.97.153.147,4
147.32.84.165,157.161.114.15,2
147.32.84.165,157.252.10.142,2
147.32.84.165,157.55.0.135,665
147.32.84.165,157.55.0.137,22
147.32.84.165,158.109.168.91,2
147.32.84.165,158.247.199.235,2
147.32.84.165,158.28.238.127,2
147.32.84.165,159.134.198.135,2
147.32.84.165,159.220.28.53,2
147.32.84.165,159.220.9.53,2
147.32.84.165,159.53.46.180,2
147.32.84.165,160.209.39.136,2
147.32.84.165,160.29.192.22,2
147.32.84.165,161.111.10.143,2
147.32.84.165,161.209.202.57,2
147.32.84.165,161.235.223.107,2
147.32.84.165,161.58.16.34,2
147.32.84.165,161.58.45.236,2
147.32.84.165,162.39.145.20,6
147.32.84.165,162.39.147.49,10
147.32.84.165,163.117.136.210,2
147.32.84.165,163.21.59.10,4
147.32.84.165,163.231.6.25,2
147.32.84.165,163.231.6.5,2
147.32.84.165,164.116.92.169,2
147.32.84.165,164.154.62.61,2
147.32.84.165,164.71.1.140,2
147.32.84.165,165.131.174.40,2
147.32.84.165,165.21.74.115,2
147.32.84.165,165.21.74.117,6
147.32.84.165,165.21.74.118,6
147.32.84.165,165.21.74.121,6
147.32.84.165,165.212.182.250,6
147.32.84.165,165.212.65.113,14
147.32.84.165,165.212.8.32,8
147.32.84.165,165.237.62.28,6
147.32.84.165,165.254.160.5,2
147.32.84.165,166.127.112.44,2
147.32.84.165,166.84.1.72,2
147.32.84.165,167.102.240.2,2
147.32.84.165,167.127.109.184,6
147.32.84.165,167.127.98.30,16
147.32.84.165,167.136.36.141,4
147.32.84.165,167.206.4.77,12
147.32.84.165,167.206.4.79,14
147.32.84.165,167.230.105.41,2
147.32.84.165,167.64.148.32,2
147.32.84.165,167.92.123.16,2
147.32.84.165,168.215.66.43,2
147.32.84.165,168.61.70.64,10
147.32.84.165,168.61.70.65,8
147.32.84.165,168.61.70.66,6
147.32.84.165,168.61.70.72,4
147.32.84.165,168.95.5.1,2
147.32.84.165,168.95.5.14,2
147.32.84.165,168.95.5.15,4
147.32.84.165,168.95.5.16,2
147.32.84.165,168.95.5.21,4
147.32.84.165,168.95.5.28,2
147.32.84.165,168.95.5.31,2
147.32.84.165,168.95.5.38,2
147.32.84.165,168.95.5.40,2
147.32.84.165,168.95.5.42,2
147.32.84.165,168.95.5.44,2
147.32.84.165,168.95.5.50,2
147.32.84.165,168.95.5.63,2
147.32.84.165,168.95.5.76,2
147.32.84.165,168.95.6.63,2
147.32.84.165,17.148.17.41,2
147.32.84.165,17.148.17.43,4
147.32.84.165,17.148.17.44,6
147.32.84.165,17.148.17.46,2
147.32.84.165,17.148.17.51,6
147.32.84.165,17.148.17.52,6
147.32.84.165,17.148.17.53,6
147.32.84.165,17.148.17.54,12
147.32.84.165,17.148.17.55,12
147.32.84.165,17.148.17.56,12
147.32.84.165,170.158.251.202,2
147.32.84.165,170.18.183.166,2
147.32.84.165,170.41.161.92,2
147.32.84.165,171.159.65.178,6
147.32.84.165,171.161.161.178,2
147.32.84.165,173.0.129.11,6
147.32.84.165,173.0.132.191,6
147.32.84.165,173.15.202.67,2
147.32.84.165,173.15.92.101,2
147.32.84.165,173.160.97.50,2
147.32.84.165,173.166.232.8,2
147.32.84.165,173.192.170.88,2137
147.32.84.165,173.203.4.135,6
147.32.84.165,173.226.205.253,2
147.32.84.165,173.230.142.153,2
147.32.84.165,173.242.114.26,4
147.32.84.165,173.255.238.187,2
147.32.84.165,174.120.139.58,12
147.32.84.165,174.120.18.125,2
147.32.84.165,174.120.202.124,2
147.32.84.165,174.123.157.154,10
147.32.84.165,174.132.105.130,12
147.32.84.165,174.132.19.188,2
147.32.84.165,174.132.77.90,2
147.32.84.165,174.133.156.178,6
147.32.84.165,174.133.21.100,6
147.32.84.165,174.133.57.141,20
147.32.84.165,174.137.125.40,6
147.32.84.165,174.137.125.45,6
147.32.84.165,174.137.125.61,6
147.32.84.165,174.137.125.62,6
147.32.84.165,174.137.125.69,6
147.32.84.165,174.137.125.77,6
147.32.84.165,174.137.125.92,6
147.32.84.165,174.142.25.1,2
147.32.84.165,174.142.75.136,2
147.32.84.165,174.143.82.64,2
147.32.84.165,174.143.82.72,4
147.32.84.165,174.143.82.78,2
147.32.84.165,174.143.82.80,4
147.32.84.165,174.143.82.82,2
147.32.84.165,174.34.129.54,2
147.32.84.165,174.36.154.101,2
147.32.84.165,174.36.246.56,656
147.32.84.165,174.46.70.76,2
147.32.84.165,174.79.200.227,2
147.32.84.165,175.157.83.139,12
147.32.84.165,175.177.155.8,2
147.32.84.165,175.212.203.228,4
147.32.84.165,178.122.122.48,12
147.32.84.165,178.122.141.21,16
147.32.84.165,178.122.220.180,12
147.32.84.165,178.122.35.246,4
147.32.84.165,178.123.128.190,12
147.32.84.165,178.123.14.199,34
147.32.84.165,178.123.230.223,12
147.32.84.165,178.123.47.192,6
147.32.84.165,178.124.42.140,10
147.32.84.165,178.124.71.128,4
147.32.84.165,178.124.9.135,6
147.32.84.165,178.125.205.166,4
147.32.84.165,178.217.130.74,2
147.32.84.165,178.217.166.33,12
147.32.84.165,178.248.39.7,2
147.32.84.165,178.63.93.86,2
147.32.84.165,178.77.65.97,4
147.32.84.165,178.89.147.219,6
147.32.84.165,180.222.96.138,2
147.32.84.165,180.241.86.20,10
147.32.84.165,182.0.133.18,14
147.32.84.165,182.1.102.32,10
147.32.84.165,182.11.192.179,14
147.32.84.165,182.156.145.138,6
147.32.84.165,182.182.70.146,4
147.32.84.165,182.3.168.83,4
147.32.84.165,182.3.197.245,6
147.32.84.165,182.6.228.74,10
147.32.84.165,182.7.145.156,10
147.32.84.165,182.7.201.11,10
147.32.84.165,182.7.65.147,14
147.32.84.165,182.9.95.147,4
147.32.84.165,183.178.78.128,24
147.32.84.165,183.79.29.234,6
147.32.84.165,183.79.29.238,8
147.32.84.165,183.79.29.240,6
147.32.84.165,183.82.175.110,8
147.32.84.165,183.99.20.67,8
147.32.84.165,184.106.112.189,22
147.32.84.165,184.106.213.57,10
147.32.84.165,184.107.100.63,2
147.32.84.165,184.107.170.42,2
147.32.84.165,184.154.228.3,2
147.32.84.165,184.154.9.138,2
147.32.84.165,184.179.97.99,4
147.32.84.165,184.71.49.166,2
147.32.84.165,186.202.4.42,4
147.32.84.165,188.117.43.227,2
147.32.84.165,188.124.7.138,2
147.32.84.165,188.129.234.223,6
147.32.84.165,188.131.84.147,12
147.32.84.165,188.165.34.69,2
147.32.84.165,188.168.64.170,2
147.32.84.165,188.230.97.78,4
147.32.84.165,188.231.161.166,14
147.32.84.165,188.24.248.248,4
147.32.84.165,188.25.149.231,4
147.32.84.165,188.39.62.13,2
147.32.84.165,188.40.57.187,2
147.32.84.165,188.72.216.51,12
147.32.84.165,188.72.233.43,2
147.32.84.165,188.72.241.107,4772
147.32.84.165,189.212.138.56,2
147.32.84.165,189.40.216.89,4
147.32.84.165,190.10.161.143,14
147.32.84.165,190.112.76.158,6
147.32.84.165,190.190.120.89,10
147.32.84.165,190.221.60.34,2
147.32.84.165,190.246.180.21,4
147.32.84.165,190.55.176.74,12
147.32.84.165,190.61.128.204,2
147.32.84.165,192.115.106.58,2
147.32.84.165,192.136.24.2,6
147.32.84.165,192.136.24.20,6
147.32.84.165,192.136.24.90,6
147.32.84.165,192.152.134.90,2
147.32.84.165,192.168.137.1,6
147.32.84.165,192.168.88.107,6
147.32.84.165,192.168.88.148,6
147.32.84.165,192.193.219.58,6
147.32.84.165,192.195.176.2,2
147.32.84.165,192.203.230.10,2
147.32.84.165,192.221.101.126,429
147.32.84.165,192.223.7.69,2
147.32.84.165,192.228.251.38,4
147.32.84.165,192.234.125.3,2
147.32.84.165,192.54.145.149,2
147.32.84.165,192.58.226.72,4
147.32.84.165,192.85.154.103,2
147.32.84.165,192.85.154.104,2
147.32.84.165,193.0.14.129,2
147.32.84.165,193.1.229.182,2
147.32.84.165,193.108.31.228,2
147.32.84.165,193.109.254.3,6
147.32.84.165,193.109.254.67,2
147.32.84.165,193.118.251.141,6
147.32.84.165,193.120.152.35,2
147.32.84.165,193.149.2.42,4
147.32.84.165,193.15.102.181,2
147.32.84.165,193.158.85.53,2
147.32.84.165,193.164.242.80,2
147.32.84.165,193.166.7.53,2
147.32.84.165,193.168.50.254,2
147.32.84.165,193.17.232.1,2
147.32.84.165,193.17.243.1,2
147.32.84.165,193.190.154.8,2
147.32.84.165,193.190.191.242,2
147.32.84.165,193.191.180.219,2
147.32.84.165,193.194.133.48,4
147.32.84.165,193.194.156.1,2
147.32.84.165,193.200.180.25,2
147.32.84.165,193.204.108.105,2
147.32.84.165,193.213.115.10,16
147.32.84.165,193.218.208.208,2
147.32.84.165,193.221.89.130,2
147.32.84.165,193.221.90.130,2
147.32.84.165,193.227.106.208,2
147.32.84.165,193.228.211.3,2
147.32.84.165,193.238.60.153,2
147.32.84.165,193.239.249.18,2
147.32.84.165,193.25.197.210,2
147.32.84.165,193.251.135.85,2
147.32.84.165,193.251.214.113,24
147.32.84.165,193.251.215.89,2
147.32.84.165,193.252.122.103,18
147.32.84.165,193.252.22.143,12
147.32.84.165,193.252.22.148,6
147.32.84.165,193.252.22.149,6
147.32.84.165,193.252.22.153,6
147.32.84.165,193.252.22.164,2
147.32.84.165,193.252.22.167,2
147.32.84.165,193.252.22.184,2
147.32.84.165,193.252.22.185,2
147.32.84.165,193.252.22.92,6
147.32.84.165,193.252.23.67,4
147.32.84.165,193.38.82.67,4
147.32.84.165,193.41.59.130,2
147.32.84.165,193.42.138.43,4
147.32.84.165,193.71.16.6,2
147.32.84.165,193.84.178.12,4
147.32.84.165,193.96.147.5,2
147.32.84.165,194.105.128.184,2
147.32.84.165,194.105.138.72,2
147.32.84.165,194.106.220.35,2
147.32.84.165,194.106.220.51,4
147.32.84.165,194.109.24.132,6
147.32.84.165,194.109.24.134,8
147.32.84.165,194.109.24.139,6
147.32.84.165,194.114.62.89,2
147.32.84.165,194.116.198.15,2
147.32.84.165,194.116.198.16,2
147.32.84.165,194.116.198.19,6
147.32.84.165,194.116.198.76,2
147.32.84.165,194.116.198.93,2
147.32.84.165,194.116.199.19,6
147.32.84.165,194.123.36.195,2
147.32.84.165,194.134.4.237,2
147.32.84.165,194.143.132.67,2
147.32.84.165,194.153.145.39,2
147.32.84.165,194.158.229.68,12
147.32.84.165,194.159.8.26,2
147.32.84.165,194.171.64.80,2
147.32.84.165,194.186.47.77,2
147.32.84.165,194.199.79.198,4
147.32.84.165,194.2.0.80,2
147.32.84.165,194.2.0.84,2
147.32.84.165,194.206.126.191,2
147.32.84.165,194.206.126.201,4
147.32.84.165,194.217.242.248,2
147.32.84.165,194.242.112.8,4
147.32.84.165,194.25.134.72,24
147.32.84.165,194.25.134.73,30
147.32.84.165,194.25.134.8,28
147.32.84.165,194.25.134.9,24
147.32.84.165,194.25.134.96,12
147.32.84.165,194.25.31.72,2
147.32.84.165,194.250.97.194,4
147.32.84.165,194.250.98.65,2
147.32.84.165,194.3.146.9,2
147.32.84.165,194.30.15.84,2
147.32.84.165,194.38.169.194,2
147.32.84.165,194.39.63.28,2
147.32.84.165,194.67.1.204,2
147.32.84.165,194.67.211.76,8
147.32.84.165,194.69.193.162,2
147.32.84.165,194.75.147.84,42
147.32.84.165,194.78.10.123,2
147.32.84.165,194.78.106.99,2
147.32.84.165,194.80.104.61,2
147.32.84.165,194.85.88.229,2
147.32.84.165,194.88.100.110,2
147.32.84.165,194.88.229.3,2
147.32.84.165,194.9.38.111,2
147.32.84.165,195.10.230.101,12
147.32.84.165,195.101.183.185,2
147.32.84.165,195.102.249.132,4
147.32.84.165,195.110.124.132,2
147.32.84.165,195.110.146.166,2
147.32.84.165,195.113.232.73,10
147.32.84.165,195.113.232.75,28
147.32.84.165,195.113.232.81,40
147.32.84.165,195.113.232.82,366
147.32.84.165,195.113.232.83,455
147.32.84.165,195.113.232.88,358
147.32.84.165,195.113.232.89,30
147.32.84.165,195.113.232.90,2952
147.32.84.165,195.113.232.91,20
147.32.84.165,195.113.232.96,268
147.32.84.165,195.113.232.97,996
147.32.84.165,195.113.232.98,220
147.32.84.165,195.113.232.99,200
147.32.84.165,195.114.128.20,2
147.32.84.165,195.128.174.51,2
147.32.84.165,195.128.174.71,2
147.32.84.165,195.129.12.183,2
147.32.84.165,195.13.34.86,2
147.32.84.165,195.130.153.131,2
147.32.84.165,195.154.98.97,6
147.32.84.165,195.156.94.4,2
147.32.84.165,195.161.119.79,2
147.32.84.165,195.170.168.139,2
147.32.84.165,195.177.68.68,2
147.32.84.165,195.182.150.9,2
147.32.84.165,195.182.204.106,2
147.32.84.165,195.188.251.210,2
147.32.84.165,195.190.13.78,1244
147.32.84.165,195.2.128.120,2
147.32.84.165,195.20.193.4,2
147.32.84.165,195.200.70.104,2
147.32.84.165,195.205.177.250,2
147.32.84.165,195.218.208.70,2
147.32.84.165,195.220.130.10,4
147.32.84.165,195.225.94.189,14
147.32.84.165,195.229.241.251,6
147.32.84.165,195.229.241.252,6
147.32.84.165,195.230.160.132,4
147.32.84.165,195.238.105.157,4
147.32.84.165,195.239.176.2,2
147.32.84.165,195.24.120.1,2
147.32.84.165,195.245.202.100,2
147.32.84.165,195.245.230.83,2
147.32.84.165,195.245.231.196,14
147.32.84.165,195.3.97.67,2
147.32.84.165,195.34.32.101,2
147.32.84.165,195.37.69.14,2
147.32.84.165,195.4.92.211,22
147.32.84.165,195.4.92.9,16
147.32.84.165,195.41.46.251,6
147.32.84.165,195.42.178.160,4
147.32.84.165,195.43.49.124,2
147.32.84.165,195.49.241.28,4
147.32.84.165,195.50.106.142,42
147.32.84.165,195.54.106.238,2
147.32.84.165,195.66.204.52,2
147.32.84.165,195.69.129.85,2
147.32.84.165,195.69.218.218,2
147.32.84.165,195.69.248.132,16
147.32.84.165,195.70.198.9,18
147.32.84.165,195.72.35.104,2
147.32.84.165,195.74.36.237,2
147.32.84.165,195.75.94.112,2
147.32.84.165,195.75.94.99,4
147.32.84.165,195.78.76.106,2
147.32.84.165,195.83.194.20,4
147.32.84.165,195.84.68.236,2
147.32.84.165,195.88.191.59,350
147.32.84.165,195.90.108.100,2
147.32.84.165,195.95.163.5,2
147.32.84.165,196.12.157.45,4
147.32.84.165,196.15.239.13,2
147.32.84.165,196.192.41.18,10
147.32.84.165,196.2.13.199,4
147.32.84.165,196.200.16.4,2
147.32.84.165,196.218.93.154,6
147.32.84.165,196.41.6.130,12
147.32.84.165,196.46.196.3,2
147.32.84.165,198.102.73.74,2
147.32.84.165,198.103.104.106,4
147.32.84.165,198.106.101.134,6
147.32.84.165,198.147.221.71,4
147.32.84.165,198.155.167.200,6
147.32.84.165,198.163.227.122,6
147.32.84.165,198.17.39.12,2
147.32.84.165,198.177.95.131,2
147.32.84.165,198.212.10.95,2
147.32.84.165,198.22.19.13,2
147.32.84.165,198.231.71.1,2
147.32.84.165,198.31.50.35,2
147.32.84.165,198.32.64.12,6
147.32.84.165,198.41.9.32,6
147.32.84.165,198.65.22.13,2
147.32.84.165,198.66.164.253,8
147.32.84.165,198.77.70.36,2
147.32.84.165,199.180.53.5,2
147.32.84.165,199.185.220.200,6
147.32.84.165,199.198.223.33,2
147.32.84.165,199.203.223.210,4
147.32.84.165,199.224.64.204,14
147.32.84.165,199.228.142.102,2
147.32.84.165,199.246.2.22,2
147.32.84.165,199.43.64.9,2
147.32.84.165,199.5.231.250,6
147.32.84.165,199.5.231.99,6
147.32.84.165,199.5.47.199,2
147.32.84.165,199.6.136.163,2
147.32.84.165,199.81.10.62,2
147.32.84.165,199.91.36.34,4
147.32.84.165,2.185.223.87,14
147.32.84.165,200.108.194.7,2
147.32.84.165,200.109.249.139,2
147.32.84.165,200.110.156.115,2
147.32.84.165,200.147.36.13,4
147.32.84.165,200.147.36.15,2
147.32.84.165,200.168.146.138,10
147.32.84.165,200.206.208.45,4
147.32.84.165,200.206.215.4,4
147.32.84.165,200.23.29.115,2
147.32.84.165,200.250.55.199,2
147.32.84.165,200.34.200.251,6
147.32.84.165,200.40.206.102,2
147.32.84.165,200.44.32.36,4
147.32.84.165,200.52.72.136,2
147.32.84.165,200.53.110.7,2
147.32.84.165,200.55.164.148,2
147.32.84.165,200.81.186.15,2
147.32.84.165,201.164.143.27,8
147.32.84.165,201.234.196.229,2
147.32.84.165,201.31.173.140,2
147.32.84.165,201.54.170.104,8
147.32.84.165,201.65.242.60,8
147.32.84.165,201.67.253.254,2
147.32.84.165,201.87.153.17,4
147.32.84.165,202.100.64.115,2
147.32.84.165,202.108.252.141,6
147.32.84.165,202.108.3.242,2
147.32.84.165,202.108.35.225,2
147.32.84.165,202.109.187.132,4
147.32.84.165,202.112.126.217,12
147.32.84.165,202.112.126.218,36
147.32.84.165,202.12.27.33,2
147.32.84.165,202.129.54.51,12
147.32.84.165,202.130.219.50,2
147.32.84.165,202.137.234.20,6
147.32.84.165,202.137.234.30,12
147.32.84.165,202.137.235.12,12
147.32.84.165,202.147.74.50,2
147.32.84.165,202.151.175.18,2
147.32.84.165,202.154.161.200,2
147.32.84.165,202.159.214.105,10
147.32.84.165,202.164.57.158,6
147.32.84.165,202.173.179.45,2
147.32.84.165,202.214.64.136,4
147.32.84.165,202.224.83.200,2
147.32.84.165,202.227.138.35,2
147.32.84.165,202.3.225.23,2
147.32.84.165,202.30.143.100,2
147.32.84.165,202.36.174.4,2
147.32.84.165,202.43.220.99,6
147.32.84.165,202.44.45.5,12
147.32.84.165,202.60.64.195,2
147.32.84.165,202.61.240.146,2
147.32.84.165,202.62.159.215,2
147.32.84.165,202.67.220.145,2
147.32.84.165,202.74.253.6,2
147.32.84.165,202.75.219.220,2
147.32.84.165,202.78.114.4,4
147.32.84.165,202.79.217.43,2
147.32.84.165,202.81.244.118,2
147.32.84.165,202.81.31.148,2
147.32.84.165,202.85.221.177,2
147.32.84.165,202.89.33.58,2
147.32.84.165,202.9.159.34,4
147.32.84.165,202.95.138.19,6
147.32.84.165,203.0.178.180,6
147.32.84.165,203.10.1.146,2
147.32.84.165,203.100.58.135,2
147.32.84.165,203.111.0.37,2
147.32.84.165,203.116.18.163,2
147.32.84.165,203.12.160.122,2
147.32.84.165,203.122.222.12,2
147.32.84.165,203.122.59.71,2
147.32.84.165,203.130.159.23,2
147.32.84.165,203.131.74.3,4
147.32.84.165,203.142.16.136,12
147.32.84.165,203.148.250.228,6
147.32.84.165,203.166.85.252,2
147.32.84.165,203.169.255.16,2
147.32.84.165,203.17.73.6,2
147.32.84.165,203.173.50.132,6
147.32.84.165,203.189.92.79,2
147.32.84.165,203.192.212.21,24
147.32.84.165,203.200.235.143,2
147.32.84.165,203.200.75.211,14
147.32.84.165,203.201.167.5,2
147.32.84.165,203.211.138.48,2
147.32.84.165,203.26.51.21,2
147.32.84.165,203.30.98.150,2
147.32.84.165,203.35.82.202,2
