src_ip,dst_ip,communication_count
147.32.84.165,174.120.98.200,6
147.32.84.165,174.121.225.47,18
147.32.84.165,174.121.225.48,2
147.32.84.165,174.121.250.241,2
147.32.84.165,174.122.110.167,28
147.32.84.165,174.122.110.168,28
147.32.84.165,174.122.122.64,6
147.32.84.165,174.122.156.98,2
147.32.84.165,174.122.156.99,2
147.32.84.165,174.122.29.35,20
147.32.84.165,174.122.29.83,2
147.32.84.165,174.122.87.114,20
147.32.84.165,174.122.87.115,34
147.32.84.165,174.123.157.154,20
147.32.84.165,174.123.68.15,6
147.32.84.165,174.123.87.100,18
147.32.84.165,174.132.242.219,6
147.32.84.165,174.132.248.2,2
147.32.84.165,174.132.26.224,4
147.32.84.165,174.133.52.66,10
147.32.84.165,174.133.57.141,4292
147.32.84.165,174.142.184.181,36
147.32.84.165,174.142.43.1,2
147.32.84.165,174.142.69.106,14
147.32.84.165,174.142.90.173,36
147.32.84.165,174.142.95.10,2
147.32.84.165,174.142.95.9,6
147.32.84.165,174.143.82.82,6
147.32.84.165,174.143.82.84,12
147.32.84.165,174.143.82.88,6
147.32.84.165,174.36.246.56,580
147.32.84.165,174.37.109.44,6
147.32.84.165,174.37.143.41,4
147.32.84.165,174.37.81.234,2
147.32.84.165,175.100.132.163,4
147.32.84.165,175.100.132.205,2
147.32.84.165,176.9.3.182,2
147.32.84.165,178.121.31.113,22
147.32.84.165,178.122.115.200,8
147.32.84.165,178.122.152.136,6
147.32.84.165,178.122.22.89,10
147.32.84.165,178.122.240.223,8
147.32.84.165,178.122.247.101,10
147.32.84.165,178.122.89.175,4
147.32.84.165,178.123.10.51,12
147.32.84.165,178.123.195.112,6
147.32.84.165,178.123.23.184,4
147.32.84.165,178.123.248.251,6
147.32.84.165,178.123.29.226,8
147.32.84.165,178.124.94.49,12
147.32.84.165,178.125.172.9,6
147.32.84.165,178.125.252.68,26
147.32.84.165,178.125.53.75,2
147.32.84.165,178.126.207.235,6
147.32.84.165,178.133.29.206,4
147.32.84.165,178.137.128.94,24
147.32.84.165,178.137.7.22,4
147.32.84.165,178.148.4.76,10
147.32.84.165,178.150.146.54,12
147.32.84.165,178.150.199.9,4
147.32.84.165,178.151.76.180,6
147.32.84.165,178.162.129.105,2
147.32.84.165,178.162.129.37,30
147.32.84.165,178.162.130.246,30
147.32.84.165,178.162.137.203,36
147.32.84.165,178.162.137.207,30
147.32.84.165,178.162.144.115,30
147.32.84.165,178.162.144.148,4
147.32.84.165,178.162.144.154,6
147.32.84.165,178.162.144.229,4
147.32.84.165,178.162.145.144,2
147.32.84.165,178.162.160.35,2
147.32.84.165,178.162.160.41,6
147.32.84.165,178.162.163.199,60
147.32.84.165,178.162.163.70,4
147.32.84.165,178.162.164.242,2
147.32.84.165,178.162.167.149,2
147.32.84.165,178.162.177.145,30
147.32.84.165,178.162.183.251,2
147.32.84.165,178.162.190.126,38
147.32.84.165,178.162.251.16,4
147.32.84.165,178.165.97.227,24
147.32.84.165,178.170.144.118,2
147.32.84.165,178.170.144.119,16
147.32.84.165,178.170.144.2,32
147.32.84.165,178.170.144.7,2
147.32.84.165,178.170.217.12,2
147.32.84.165,178.170.217.13,2
147.32.84.165,178.170.233.5,2
147.32.84.165,178.170.251.138,2
147.32.84.165,178.205.129.29,2
147.32.84.165,178.208.34.4,6
147.32.84.165,178.208.73.21,28
147.32.84.165,178.208.75.15,18
147.32.84.165,178.208.75.59,2
147.32.84.165,178.208.76.159,2
147.32.84.165,178.208.80.59,2
147.32.84.165,178.208.82.126,30
147.32.84.165,178.208.94.5,2
147.32.84.165,178.217.25.6,2
147.32.84.165,178.218.208.130,458
147.32.84.165,178.218.212.130,12
147.32.84.165,178.236.176.66,4
147.32.84.165,178.236.176.75,2
147.32.84.165,178.236.177.100,4
147.32.84.165,178.236.177.105,2
147.32.84.165,178.236.177.194,6
147.32.84.165,178.236.177.66,6
147.32.84.165,178.236.242.89,2
147.32.84.165,178.248.240.75,2
147.32.84.165,178.33.192.32,2
147.32.84.165,178.63.100.118,4
147.32.84.165,178.63.170.201,2
147.32.84.165,178.63.181.23,10
147.32.84.165,178.63.200.5,2
147.32.84.165,178.63.21.201,2
147.32.84.165,178.63.247.132,2
147.32.84.165,178.63.28.135,8
147.32.84.165,178.63.3.138,2
147.32.84.165,178.63.49.46,48
147.32.84.165,178.63.5.206,2
147.32.84.165,178.63.51.116,4
147.32.84.165,178.63.63.14,2
147.32.84.165,178.63.64.194,4
147.32.84.165,178.63.9.230,2
147.32.84.165,178.63.93.194,18
147.32.84.165,178.74.128.129,2
147.32.84.165,178.74.128.130,2
147.32.84.165,178.79.142.142,2
147.32.84.165,178.86.4.170,2
147.32.84.165,178.86.7.208,2
147.32.84.165,178.90.6.143,6
147.32.84.165,178.95.10.210,12
147.32.84.165,18.70.0.160,2
147.32.84.165,180.177.137.11,18
147.32.84.165,180.222.136.3,4
147.32.84.165,180.222.96.138,60
147.32.84.165,180.241.97.224,10
147.32.84.165,180.242.10.201,4
147.32.84.165,180.251.135.144,14
147.32.84.165,182.0.125.28,6
147.32.84.165,182.177.235.90,8
147.32.84.165,182.2.117.2,18
147.32.84.165,183.79.29.229,6
147.32.84.165,183.79.29.234,6
147.32.84.165,183.79.29.240,6
147.32.84.165,183.83.108.230,10
147.32.84.165,183.83.68.80,22
147.32.84.165,183.83.70.111,8
147.32.84.165,184.106.213.57,14
147.32.84.165,184.107.152.165,32
147.32.84.165,184.107.49.78,2
147.32.84.165,184.154.132.106,31090
147.32.84.165,184.154.187.61,34
147.32.84.165,184.154.187.62,34
147.32.84.165,184.154.22.10,6
147.32.84.165,184.154.227.7,6
147.32.84.165,184.154.232.6,2
147.32.84.165,184.164.142.139,12
147.32.84.165,184.172.160.107,2
147.32.84.165,184.172.33.106,18
147.32.84.165,184.173.117.72,6
147.32.84.165,184.173.148.194,2
147.32.84.165,184.22.104.32,18
147.32.84.165,184.22.184.126,2
147.32.84.165,184.22.184.98,2
147.32.84.165,184.82.136.62,2
147.32.84.165,184.82.184.124,2
147.32.84.165,184.82.193.26,4
147.32.84.165,184.82.230.204,2
147.32.84.165,184.82.40.106,52
147.32.84.165,184.82.40.107,56
147.32.84.165,186.110.109.63,12
147.32.84.165,186.202.4.42,18
147.32.84.165,186.215.209.178,12
147.32.84.165,186.90.182.143,10
147.32.84.165,186.92.63.171,12
147.32.84.165,187.106.81.34,10
147.32.84.165,187.16.23.22,6
147.32.84.165,187.38.130.143,14
147.32.84.165,188.120.228.95,18
147.32.84.165,188.120.233.150,12
147.32.84.165,188.120.234.114,30
147.32.84.165,188.120.234.65,12
147.32.84.165,188.120.239.139,2
147.32.84.165,188.120.239.168,18
147.32.84.165,188.120.245.107,2
147.32.84.165,188.120.245.231,4
147.32.84.165,188.120.246.3,2
147.32.84.165,188.120.246.76,2
147.32.84.165,188.120.32.234,2
147.32.84.165,188.120.32.46,4
147.32.84.165,188.120.32.55,2
147.32.84.165,188.120.33.123,2
147.32.84.165,188.120.33.245,2
147.32.84.165,188.120.33.29,4
147.32.84.165,188.120.33.31,2
147.32.84.165,188.120.33.53,2
147.32.84.165,188.120.35.52,2
147.32.84.165,188.120.38.27,4
147.32.84.165,188.120.38.83,2
147.32.84.165,188.120.40.123,2
147.32.84.165,188.120.40.236,2
147.32.84.165,188.120.40.63,24
147.32.84.165,188.120.41.236,2
147.32.84.165,188.120.41.59,2
147.32.84.165,188.120.41.63,34
147.32.84.165,188.120.46.62,2
147.32.84.165,188.127.224.132,2
147.32.84.165,188.127.225.161,24
147.32.84.165,188.127.231.43,2
147.32.84.165,188.127.236.4,2
147.32.84.165,188.128.10.194,28
147.32.84.165,188.128.118.73,2
147.32.84.165,188.129.211.240,26
147.32.84.165,188.130.180.4,8
147.32.84.165,188.130.181.4,6
147.32.84.165,188.138.114.89,2
147.32.84.165,188.138.114.90,20
147.32.84.165,188.138.42.141,2
147.32.84.165,188.138.72.44,2
147.32.84.165,188.138.83.140,2
147.32.84.165,188.138.83.144,2
147.32.84.165,188.138.90.25,22
147.32.84.165,188.138.90.31,30
147.32.84.165,188.138.99.165,2
147.32.84.165,188.143.164.2,30
147.32.84.165,188.143.165.2,6
147.32.84.165,188.173.211.169,6
147.32.84.165,188.173.49.47,4
147.32.84.165,188.190.97.30,4
147.32.84.165,188.190.97.32,8
147.32.84.165,188.205.231.61,2
147.32.84.165,188.220.34.98,6
147.32.84.165,188.40.106.4,22
147.32.84.165,188.40.117.142,38
147.32.84.165,188.40.121.79,8
147.32.84.165,188.40.133.147,2
147.32.84.165,188.40.138.214,2
147.32.84.165,188.40.138.235,4
147.32.84.165,188.40.138.237,24
147.32.84.165,188.40.139.200,2
147.32.84.165,188.40.141.250,2
147.32.84.165,188.40.142.84,2
147.32.84.165,188.40.151.232,18
147.32.84.165,188.40.156.112,4
147.32.84.165,188.40.171.106,2
147.32.84.165,188.40.227.37,2
147.32.84.165,188.40.253.34,4
147.32.84.165,188.40.53.72,2
147.32.84.165,188.40.54.222,36
147.32.84.165,188.40.60.12,152
147.32.84.165,188.40.60.230,2
147.32.84.165,188.40.60.28,58
147.32.84.165,188.40.72.147,2
147.32.84.165,188.40.73.18,2
147.32.84.165,188.40.74.4,2
147.32.84.165,188.40.84.18,4
147.32.84.165,188.64.112.2,20
147.32.84.165,188.64.112.5,18
147.32.84.165,188.64.144.2,4
147.32.84.165,188.64.145.9,10
147.32.84.165,188.65.208.29,20
