src_ip,dst_ip,communication_count
147.32.84.165,239.255.255.250,6
147.32.84.165,27.251.19.95,4
147.32.84.165,27.255.59.59,4
147.32.84.165,27.255.59.64,6
147.32.84.165,27.255.59.65,6
147.32.84.165,41.220.18.106,4
147.32.84.165,41.223.57.74,4
147.32.84.165,41.240.106.5,4
147.32.84.165,41.93.130.4,4
147.32.84.165,42.201.161.145,4
147.32.84.165,46.175.169.64,10
147.32.84.165,46.4.36.120,1646
147.32.84.165,49.128.164.249,6
147.32.84.165,58.252.109.240,6
147.32.84.165,59.103.193.24,4
147.32.84.165,59.162.127.194,4
147.32.84.165,59.78.181.188,4
147.32.84.165,59.94.194.59,4
147.32.84.165,60.190.222.152,14
147.32.84.165,60.190.223.75,42
147.32.84.165,61.150.114.216,12
147.32.84.165,61.17.129.5,4
147.32.84.165,61.17.216.20,4
147.32.84.165,61.17.216.26,4
147.32.84.165,61.17.216.4,10
147.32.84.165,61.17.216.6,4
147.32.84.165,61.17.216.93,4
147.32.84.165,61.178.56.36,4
147.32.84.165,61.28.22.201,4
147.32.84.165,61.89.186.155,6
147.32.84.165,64.12.168.40,82
147.32.84.165,64.12.175.136,208
147.32.84.165,64.4.2.109,1022
147.32.84.165,64.4.56.103,488
147.32.84.165,64.4.56.23,390
147.32.84.165,64.4.56.87,332
147.32.84.165,65.54.165.141,20
147.32.84.165,65.54.165.169,24
147.32.84.165,65.54.165.179,22
147.32.84.165,65.54.186.10,410
147.32.84.165,65.54.186.107,24
147.32.84.165,65.54.186.19,46
147.32.84.165,65.54.186.47,88
147.32.84.165,65.54.234.24,50
147.32.84.165,65.54.234.75,186
147.32.84.165,65.54.234.78,80
147.32.84.165,65.55.16.187,224
147.32.84.165,65.55.255.9,40
147.32.84.165,65.55.40.23,1381
147.32.84.165,65.55.72.7,1406
147.32.84.165,65.55.75.231,394
147.32.84.165,66.111.4.72,18
147.32.84.165,67.195.168.31,6
147.32.84.165,74.125.232.195,8
147.32.84.165,74.125.39.27,18
147.32.84.165,74.125.93.27,18
147.32.84.165,74.3.164.222,78
147.32.84.165,74.3.164.223,110
147.32.84.165,74.3.164.224,134
147.32.84.165,76.96.30.116,6
147.32.84.165,77.120.37.254,8
147.32.84.165,77.127.115.133,4
147.32.84.165,77.127.115.2,4
147.32.84.165,78.58.99.95,4
147.32.84.165,79.132.91.208,10
147.32.84.165,80.191.187.36,6
147.32.84.165,82.103.123.207,6
147.32.84.165,82.205.221.102,4
147.32.84.165,82.206.239.241,4
147.32.84.165,82.99.253.2,4
147.32.84.165,83.152.81.217,4
147.32.84.165,83.211.221.197,12
147.32.84.165,84.16.230.244,4
147.32.84.165,84.229.253.152,4
147.32.84.165,85.130.81.228,6
147.32.84.165,85.185.226.13,4
147.32.84.165,86.101.54.123,4
147.32.84.165,86.126.237.212,6
147.32.84.165,88.156.111.111,4
147.32.84.165,89.215.49.24,4
147.32.84.165,89.236.212.138,4
147.32.84.165,89.34.90.20,6
147.32.84.165,89.46.59.46,6
147.32.84.165,91.220.0.52,142
147.32.84.165,92.47.5.149,6
147.32.84.165,92.47.55.219,4
147.32.84.165,92.87.4.97,8
147.32.84.165,93.177.158.45,4
147.32.84.165,94.100.176.20,20
147.32.84.165,94.245.116.13,20
147.32.84.165,94.245.116.9,106
147.32.84.165,94.52.57.11,6
147.32.84.165,94.63.149.150,36
147.32.84.165,94.63.149.152,164
147.32.84.165,94.63.150.52,132
147.32.84.165,94.63.150.63,78
147.32.84.165,95.134.172.70,6
147.32.84.165,95.58.134.226,4
147.32.84.165,95.58.236.6,4
147.32.84.165,95.59.1.63,4
147.32.84.165,98.154.67.160,6
147.32.84.171,147.32.84.165,13
178.123.248.251,147.32.84.165,2
182.177.235.90,147.32.84.165,3
184.106.213.57,147.32.84.165,10
190.151.53.33,147.32.84.165,3
192.58.128.30,147.32.84.165,1
195.113.232.73,147.32.84.165,4
195.88.191.59,147.32.84.165,180
202.12.27.33,147.32.84.165,2
205.188.186.137,147.32.84.165,299
205.188.186.167,147.32.84.165,60
209.85.148.105,147.32.84.165,722
209.85.148.147,147.32.84.165,1622
212.117.171.138,147.32.84.165,6461
217.34.4.225,147.32.84.165,5
221.130.69.202,147.32.84.165,6
27.255.59.64,147.32.84.165,3
27.255.59.65,147.32.84.165,3
46.4.36.120,147.32.84.165,823
49.128.164.249,147.32.84.165,3
60.190.222.152,147.32.84.165,2
61.150.114.216,147.32.84.165,5
61.17.216.4,147.32.84.165,5
61.89.186.155,147.32.84.165,3
64.12.168.40,147.32.84.165,48
64.12.175.136,147.32.84.165,126
64.4.2.109,147.32.84.165,478
64.4.56.103,147.32.84.165,217
64.4.56.23,147.32.84.165,197
64.4.56.87,147.32.84.165,149
65.54.165.141,147.32.84.165,7
65.54.165.169,147.32.84.165,9
65.54.165.179,147.32.84.165,8
65.54.186.10,147.32.84.165,135
65.54.186.107,147.32.84.165,9
65.54.186.19,147.32.84.165,16
65.54.186.47,147.32.84.165,26
65.54.234.24,147.32.84.165,22
65.54.234.75,147.32.84.165,62
65.54.234.78,147.32.84.165,35
65.55.16.187,147.32.84.165,111
65.55.255.9,147.32.84.165,18
65.55.40.23,147.32.84.165,791
65.55.72.7,147.32.84.165,752
65.55.75.231,147.32.84.165,178
74.125.232.195,147.32.84.165,3
74.3.164.222,147.32.84.165,42
74.3.164.223,147.32.84.165,59
74.3.164.224,147.32.84.165,77
83.211.221.197,147.32.84.165,6
86.126.237.212,147.32.84.165,3
89.46.59.46,147.32.84.165,3
91.220.0.52,147.32.84.165,58
92.47.5.149,147.32.84.165,3
94.245.116.13,147.32.84.165,12
94.245.116.9,147.32.84.165,55
94.52.57.11,147.32.84.165,3
94.63.149.150,147.32.84.165,30
94.63.149.152,147.32.84.165,65
94.63.150.52,147.32.84.165,65
94.63.150.63,147.32.84.165,38
