src_ip,dst_ip,communication_count
147.32.84.165,147.32.80.225,26
147.32.84.165,147.32.80.226,24
147.32.84.165,147.32.80.227,32
147.32.84.165,147.32.80.228,42
147.32.84.165,147.32.80.229,50
147.32.84.165,147.32.80.230,8
147.32.84.165,147.32.80.238,2
147.32.84.165,147.32.80.44,2
147.32.84.165,147.32.80.45,24
147.32.84.165,147.32.80.46,26
147.32.84.165,147.32.80.47,34
147.32.84.165,147.32.80.48,44
147.32.84.165,147.32.80.49,50
147.32.84.165,147.32.80.50,8
147.32.84.165,147.32.80.58,2
147.32.84.165,147.32.80.9,190
147.32.84.165,147.32.81.104,2
147.32.84.165,147.32.81.109,2
147.32.84.165,147.32.81.144,2
147.32.84.165,147.32.81.147,2
147.32.84.165,147.32.81.148,2
147.32.84.165,147.32.81.150,4
147.32.84.165,147.32.81.151,26
147.32.84.165,147.32.81.152,28
147.32.84.165,147.32.81.153,32
147.32.84.165,147.32.81.154,48
147.32.84.165,147.32.81.155,54
147.32.84.165,147.32.81.156,50
147.32.84.165,147.32.81.157,36
147.32.84.165,147.32.81.158,2
147.32.84.165,147.32.81.164,2
147.32.84.165,147.32.81.169,2
147.32.84.165,147.32.81.203,2
147.32.84.165,147.32.81.206,2
147.32.84.165,147.32.81.207,2
147.32.84.165,147.32.81.209,2
147.32.84.165,147.32.81.210,4
147.32.84.165,147.32.81.211,24
147.32.84.165,147.32.81.212,28
147.32.84.165,147.32.81.213,32
147.32.84.165,147.32.81.214,46
147.32.84.165,147.32.81.215,54
147.32.84.165,147.32.81.216,50
147.32.84.165,147.32.81.217,36
147.32.84.165,147.32.81.218,2
147.32.84.165,147.32.81.219,2
147.32.84.165,147.32.81.224,2
147.32.84.165,147.32.81.229,2
147.32.84.165,147.32.81.26,2
147.32.84.165,147.32.81.29,2
147.32.84.165,147.32.81.30,2
147.32.84.165,147.32.81.31,26
147.32.84.165,147.32.81.32,36
147.32.84.165,147.32.81.33,42
147.32.84.165,147.32.81.34,56
147.32.84.165,147.32.81.35,56
147.32.84.165,147.32.81.36,50
147.32.84.165,147.32.81.37,32
147.32.84.165,147.32.81.38,6
147.32.84.165,147.32.81.88,2
147.32.84.165,147.32.81.89,2
147.32.84.165,147.32.81.90,2
147.32.84.165,147.32.81.91,26
147.32.84.165,147.32.81.92,36
147.32.84.165,147.32.81.93,40
147.32.84.165,147.32.81.94,44
147.32.84.165,147.32.81.95,56
147.32.84.165,147.32.81.96,56
147.32.84.165,147.32.81.97,46
147.32.84.165,147.32.81.98,2
147.32.84.165,147.32.82.12,2
147.32.84.165,147.32.82.129,2
147.32.84.165,147.32.82.13,2
147.32.84.165,147.32.82.132,2
147.32.84.165,147.32.82.133,2
147.32.84.165,147.32.82.135,2
147.32.84.165,147.32.82.136,4
147.32.84.165,147.32.82.137,26
147.32.84.165,147.32.82.138,28
147.32.84.165,147.32.82.139,30
147.32.84.165,147.32.82.140,48
147.32.84.165,147.32.82.141,52
147.32.84.165,147.32.82.142,50
147.32.84.165,147.32.82.143,36
147.32.84.165,147.32.82.144,4
147.32.84.165,147.32.82.15,2
147.32.84.165,147.32.82.150,2
147.32.84.165,147.32.82.158,2
147.32.84.165,147.32.82.16,4
147.32.84.165,147.32.82.17,24
147.32.84.165,147.32.82.18,28
147.32.84.165,147.32.82.189,2
147.32.84.165,147.32.82.19,32
147.32.84.165,147.32.82.192,2
147.32.84.165,147.32.82.193,2
147.32.84.165,147.32.82.195,2
147.32.84.165,147.32.82.196,4
147.32.84.165,147.32.82.197,26
147.32.84.165,147.32.82.198,28
147.32.84.165,147.32.82.199,30
147.32.84.165,147.32.82.20,46
147.32.84.165,147.32.82.200,48
147.32.84.165,147.32.82.201,52
147.32.84.165,147.32.82.202,48
147.32.84.165,147.32.82.203,36
147.32.84.165,147.32.82.204,4
147.32.84.165,147.32.82.21,54
147.32.84.165,147.32.82.210,2
147.32.84.165,147.32.82.213,2
147.32.84.165,147.32.82.218,2
147.32.84.165,147.32.82.22,50
147.32.84.165,147.32.82.23,38
147.32.84.165,147.32.82.24,2
147.32.84.165,147.32.82.248,2
147.32.84.165,147.32.82.251,2
147.32.84.165,147.32.82.252,2
147.32.84.165,147.32.82.254,2
147.32.84.165,147.32.82.30,2
147.32.84.165,147.32.82.35,2
147.32.84.165,147.32.82.69,2
147.32.84.165,147.32.82.72,2
147.32.84.165,147.32.82.73,2
147.32.84.165,147.32.82.75,2
147.32.84.165,147.32.82.76,4
147.32.84.165,147.32.82.77,26
147.32.84.165,147.32.82.78,28
147.32.84.165,147.32.82.79,30
147.32.84.165,147.32.82.80,48
147.32.84.165,147.32.82.81,54
147.32.84.165,147.32.82.82,50
147.32.84.165,147.32.82.83,34
147.32.84.165,147.32.82.84,2
147.32.84.165,147.32.82.85,2
147.32.84.165,147.32.82.9,2
147.32.84.165,147.32.82.90,2
147.32.84.165,147.32.82.98,2
147.32.84.165,147.32.83.1,2
147.32.84.165,147.32.83.10,4
147.32.84.165,147.32.83.115,2
147.32.84.165,147.32.83.116,2
147.32.84.165,147.32.83.117,2
147.32.84.165,147.32.83.119,2
147.32.84.165,147.32.83.120,2
147.32.84.165,147.32.83.122,2
147.32.84.165,147.32.83.123,26
147.32.84.165,147.32.83.124,26
147.32.84.165,147.32.83.125,28
147.32.84.165,147.32.83.126,48
147.32.84.165,147.32.83.127,52
147.32.84.165,147.32.83.128,48
147.32.84.165,147.32.83.129,38
147.32.84.165,147.32.83.130,6
147.32.84.165,147.32.83.136,2
147.32.84.165,147.32.83.138,2
147.32.84.165,147.32.83.144,2
147.32.84.165,147.32.83.16,2
147.32.84.165,147.32.83.172,2
147.32.84.165,147.32.83.175,2
147.32.84.165,147.32.83.176,2
147.32.84.165,147.32.83.178,2
147.32.84.165,147.32.83.179,2
147.32.84.165,147.32.83.18,2
147.32.84.165,147.32.83.182,2
147.32.84.165,147.32.83.183,24
147.32.84.165,147.32.83.184,26
147.32.84.165,147.32.83.185,28
147.32.84.165,147.32.83.186,48
147.32.84.165,147.32.83.187,50
147.32.84.165,147.32.83.188,50
147.32.84.165,147.32.83.189,38
147.32.84.165,147.32.83.190,8
147.32.84.165,147.32.83.196,2
147.32.84.165,147.32.83.198,2
147.32.84.165,147.32.83.2,2
147.32.84.165,147.32.83.204,2
147.32.84.165,147.32.83.232,2
147.32.84.165,147.32.83.235,2
147.32.84.165,147.32.83.236,2
147.32.84.165,147.32.83.238,2
147.32.84.165,147.32.83.239,2
147.32.84.165,147.32.83.24,2
147.32.84.165,147.32.83.242,2
147.32.84.165,147.32.83.243,22
147.32.84.165,147.32.83.244,26
147.32.84.165,147.32.83.245,32
147.32.84.165,147.32.83.246,48
147.32.84.165,147.32.83.247,50
147.32.84.165,147.32.83.248,48
147.32.84.165,147.32.83.249,38
147.32.84.165,147.32.83.250,6
147.32.84.165,147.32.83.3,26
147.32.84.165,147.32.83.4,26
147.32.84.165,147.32.83.5,32
147.32.84.165,147.32.83.53,2
147.32.84.165,147.32.83.56,2
147.32.84.165,147.32.83.57,2
147.32.84.165,147.32.83.59,2
147.32.84.165,147.32.83.6,48
147.32.84.165,147.32.83.60,2
147.32.84.165,147.32.83.62,2
147.32.84.165,147.32.83.63,26
147.32.84.165,147.32.83.64,28
147.32.84.165,147.32.83.65,30
147.32.84.165,147.32.83.66,48
147.32.84.165,147.32.83.67,52
147.32.84.165,147.32.83.68,48
147.32.84.165,147.32.83.69,36
147.32.84.165,147.32.83.7,52
147.32.84.165,147.32.83.70,4
147.32.84.165,147.32.83.76,2
147.32.84.165,147.32.83.78,2
147.32.84.165,147.32.83.8,48
147.32.84.165,147.32.83.84,2
147.32.84.165,147.32.83.9,36
147.32.84.165,147.32.84.1,174
147.32.84.165,147.32.84.118,2
147.32.84.165,147.32.84.123,22
147.32.84.165,147.32.84.171,88
147.32.84.165,147.32.84.179,24
147.32.84.165,147.32.84.181,1792
147.32.84.165,147.32.84.183,30
147.32.84.165,147.32.84.184,8
147.32.84.165,147.32.84.2,174
147.32.84.165,147.32.84.231,2
147.32.84.165,147.32.84.242,38
147.32.84.165,147.32.84.243,10
147.32.84.165,147.32.84.255,406
147.32.84.165,147.32.84.3,132
147.32.84.165,147.32.84.4,24
147.32.84.165,147.32.84.54,14
147.32.84.165,147.32.84.59,20
147.32.84.165,147.32.84.60,20
147.32.84.165,147.32.84.61,30
147.32.84.165,147.32.84.62,40
147.32.84.165,147.32.84.63,38
147.32.84.165,147.32.84.64,10
147.32.84.165,147.32.84.99,14
147.32.84.165,147.32.85.105,26
147.32.84.165,147.32.85.106,26
147.32.84.165,147.32.85.107,34
147.32.84.165,147.32.85.108,40
147.32.84.165,147.32.85.109,50
147.32.84.165,147.32.85.110,12
147.32.84.165,147.32.85.118,2
147.32.84.165,147.32.85.161,2
147.32.84.165,147.32.85.164,4
147.32.84.165,147.32.85.165,26
147.32.84.165,147.32.85.166,20
147.32.84.165,147.32.85.167,32
147.32.84.165,147.32.85.168,44
147.32.84.165,147.32.85.169,48
147.32.84.165,147.32.85.170,10
147.32.84.165,147.32.85.220,2
147.32.84.165,147.32.85.223,2
147.32.84.165,147.32.85.224,2
147.32.84.165,147.32.85.225,26
147.32.84.165,147.32.85.226,26
147.32.84.165,147.32.85.227,28
147.32.84.165,147.32.85.228,46
147.32.84.165,147.32.85.229,50
147.32.84.165,147.32.85.230,18
147.32.84.165,147.32.85.231,2
147.32.84.165,147.32.85.243,2
147.32.84.165,147.32.85.43,2
147.32.84.165,147.32.85.45,22
147.32.84.165,147.32.85.46,28
147.32.84.165,147.32.85.47,36
147.32.84.165,147.32.85.48,46
147.32.84.165,147.32.85.49,48
147.32.84.165,147.32.85.50,18
147.32.84.165,147.32.85.51,2
147.32.84.165,147.32.85.63,2
147.32.84.165,147.32.86.147,2
147.32.84.165,147.32.86.148,2
147.32.84.165,147.32.86.149,2
147.32.84.165,147.32.86.150,2
147.32.84.165,147.32.86.151,26
147.32.84.165,147.32.86.152,36
147.32.84.165,147.32.86.153,38
147.32.84.165,147.32.86.154,46
147.32.84.165,147.32.86.155,44
147.32.84.165,147.32.86.156,38
147.32.84.165,147.32.86.157,42
147.32.84.165,147.32.86.158,12
147.32.84.165,147.32.86.206,2
147.32.84.165,147.32.86.207,2
147.32.84.165,147.32.86.208,2
147.32.84.165,147.32.86.209,2
147.32.84.165,147.32.86.210,2
147.32.84.165,147.32.86.211,24
147.32.84.165,147.32.86.212,36
147.32.84.165,147.32.86.213,38
147.32.84.165,147.32.86.214,46
147.32.84.165,147.32.86.215,44
147.32.84.165,147.32.86.216,38
147.32.84.165,147.32.86.217,42
147.32.84.165,147.32.86.218,12
147.32.84.165,147.32.86.29,2
147.32.84.165,147.32.86.30,4
147.32.84.165,147.32.86.31,26
147.32.84.165,147.32.86.32,30
147.32.84.165,147.32.86.33,4368
147.32.84.165,147.32.86.34,66
147.32.84.165,147.32.86.35,56
147.32.84.165,147.32.86.36,56
147.32.84.165,147.32.86.37,28
147.32.84.165,147.32.86.38,6
147.32.84.165,147.32.86.44,2
147.32.84.165,147.32.86.49,2
147.32.84.165,147.32.86.85,2
147.32.84.165,147.32.86.88,242
147.32.84.165,147.32.86.89,2
147.32.84.165,147.32.86.90,4
147.32.84.165,147.32.86.91,26
147.32.84.165,147.32.86.92,28
147.32.84.165,147.32.86.93,34
147.32.84.165,147.32.86.94,50
147.32.84.165,147.32.86.95,5912
147.32.84.165,147.32.86.96,66
147.32.84.165,147.32.86.97,48
147.32.84.165,147.32.86.98,20
147.32.84.165,147.32.87.12,2
147.32.84.165,147.32.87.13,2
147.32.84.165,147.32.87.132,2
147.32.84.165,147.32.87.133,2
147.32.84.165,147.32.87.134,4
147.32.84.165,147.32.87.135,2
147.32.84.165,147.32.87.136,2
147.32.84.165,147.32.87.137,26
147.32.84.165,147.32.87.138,36
147.32.84.165,147.32.87.139,36
147.32.84.165,147.32.87.14,2
147.32.84.165,147.32.87.140,44
147.32.84.165,147.32.87.141,44
147.32.84.165,147.32.87.142,38
147.32.84.165,147.32.87.143,42
147.32.84.165,147.32.87.144,12
147.32.84.165,147.32.87.145,2
147.32.84.165,147.32.87.15,2
147.32.84.165,147.32.87.17,26
147.32.84.165,147.32.87.18,36
147.32.84.165,147.32.87.19,36
147.32.84.165,147.32.87.192,2
147.32.84.165,147.32.87.193,2
147.32.84.165,147.32.87.194,2
147.32.84.165,147.32.87.195,2
147.32.84.165,147.32.87.196,2
147.32.84.165,147.32.87.197,26
147.32.84.165,147.32.87.198,32
147.32.84.165,147.32.87.199,38
147.32.84.165,147.32.87.20,46
147.32.84.165,147.32.87.200,44
147.32.84.165,147.32.87.201,44
147.32.84.165,147.32.87.202,40
147.32.84.165,147.32.87.203,44
147.32.84.165,147.32.87.204,12
147.32.84.165,147.32.87.21,44
147.32.84.165,147.32.87.22,42
147.32.84.165,147.32.87.23,50
147.32.84.165,147.32.87.24,12
147.32.84.165,147.32.87.251,2
147.32.84.165,147.32.87.252,2
147.32.84.165,147.32.87.253,2
147.32.84.165,147.32.87.254,2
147.32.84.165,147.32.87.72,2
147.32.84.165,147.32.87.73,2
147.32.84.165,147.32.87.74,2
147.32.84.165,147.32.87.75,2
147.32.84.165,147.32.87.76,2
147.32.84.165,147.32.87.77,26
147.32.84.165,147.32.87.78,36
147.32.84.165,147.32.87.79,34
147.32.84.165,147.32.87.80,46
147.32.84.165,147.32.87.81,44
147.32.84.165,147.32.87.82,38
147.32.84.165,147.32.87.83,44
147.32.84.165,147.32.87.84,12
147.32.84.165,147.32.88.1,2
147.32.84.165,147.32.88.10,12
147.32.84.165,147.32.88.116,2
147.32.84.165,147.32.88.117,2
147.32.84.165,147.32.88.118,2
147.32.84.165,147.32.88.119,2
147.32.84.165,147.32.88.120,2
147.32.84.165,147.32.88.123,26
147.32.84.165,147.32.88.124,34
147.32.84.165,147.32.88.125,36
147.32.84.165,147.32.88.126,44
147.32.84.165,147.32.88.127,44
147.32.84.165,147.32.88.128,40
147.32.84.165,147.32.88.129,44
147.32.84.165,147.32.88.130,12
147.32.84.165,147.32.88.175,2
147.32.84.165,147.32.88.176,2
147.32.84.165,147.32.88.177,2
147.32.84.165,147.32.88.178,2
147.32.84.165,147.32.88.179,2
147.32.84.165,147.32.88.183,26
147.32.84.165,147.32.88.184,30
147.32.84.165,147.32.88.185,36
147.32.84.165,147.32.88.186,44
147.32.84.165,147.32.88.187,44
147.32.84.165,147.32.88.188,42
147.32.84.165,147.32.88.189,44
147.32.84.165,147.32.88.190,10
147.32.84.165,147.32.88.202,2
147.32.84.165,147.32.88.235,2
147.32.84.165,147.32.88.236,2
147.32.84.165,147.32.88.237,2
147.32.84.165,147.32.88.238,2
147.32.84.165,147.32.88.239,2
147.32.84.165,147.32.88.242,2
147.32.84.165,147.32.88.243,24
147.32.84.165,147.32.88.244,30
147.32.84.165,147.32.88.245,38
147.32.84.165,147.32.88.246,42
147.32.84.165,147.32.88.247,44
147.32.84.165,147.32.88.248,42
147.32.84.165,147.32.88.249,42
147.32.84.165,147.32.88.250,12
147.32.84.165,147.32.88.251,2
147.32.84.165,147.32.88.3,26
147.32.84.165,147.32.88.4,34
147.32.84.165,147.32.88.5,36
147.32.84.165,147.32.88.56,2
147.32.84.165,147.32.88.57,2
147.32.84.165,147.32.88.58,2
147.32.84.165,147.32.88.59,2
147.32.84.165,147.32.88.6,44
147.32.84.165,147.32.88.60,2
147.32.84.165,147.32.88.63,26
147.32.84.165,147.32.88.64,32
147.32.84.165,147.32.88.65,38
147.32.84.165,147.32.88.66,44
147.32.84.165,147.32.88.67,44
147.32.84.165,147.32.88.68,40
147.32.84.165,147.32.88.69,44
147.32.84.165,147.32.88.7,44
147.32.84.165,147.32.88.70,12
147.32.84.165,147.32.88.8,40
147.32.84.165,147.32.88.9,44
147.32.84.165,147.32.96.45,302
147.32.84.165,147.33.84.1,58
147.32.84.165,147.33.84.118,2
147.32.84.165,147.33.84.119,20
147.32.84.165,147.33.84.120,20
147.32.84.165,147.33.84.121,26
147.32.84.165,147.33.84.122,44
147.32.84.165,147.33.84.123,28
147.32.84.165,147.33.84.124,6
147.32.84.165,147.33.84.179,20
147.32.84.165,147.33.84.180,16
147.32.84.165,147.33.84.181,28
147.32.84.165,147.33.84.182,44
147.32.84.165,147.33.84.183,34
147.32.84.165,147.33.84.184,2
147.32.84.165,147.33.84.192,2
147.32.84.165,147.33.84.2,58
147.32.84.165,147.33.84.237,2
147.32.84.165,147.33.84.239,20
147.32.84.165,147.33.84.240,24
147.32.84.165,147.33.84.241,28
147.32.84.165,147.33.84.242,38
147.32.84.165,147.33.84.243,32
147.32.84.165,147.33.84.244,4
147.32.84.165,147.33.84.3,46
147.32.84.165,147.33.84.59,16
147.32.84.165,147.33.84.60,20
147.32.84.165,147.33.84.61,26
147.32.84.165,147.33.84.62,38
147.32.84.165,147.33.84.63,40
147.32.84.165,147.33.84.64,4
147.32.84.165,174.127.86.151,2
147.32.84.165,174.128.235.237,934
147.32.84.165,175.6.0.103,96
147.32.84.165,175.6.0.105,10
147.32.84.165,183.60.16.10,130
147.32.84.165,183.60.16.12,166
147.32.84.165,183.60.16.15,208
147.32.84.165,183.60.16.16,302
147.32.84.165,183.60.16.17,192
147.32.84.165,183.60.16.244,164
147.32.84.165,183.60.48.101,108
147.32.84.165,183.60.48.103,552
147.32.84.165,183.60.48.104,328
147.32.84.165,183.60.48.105,330
147.32.84.165,183.60.48.106,42
147.32.84.165,183.60.49.123,254
147.32.84.165,183.60.49.124,262
147.32.84.165,183.60.49.125,64
147.32.84.165,183.60.49.126,298
147.32.84.165,183.60.49.30,334
147.32.84.165,183.60.49.31,398
147.32.84.165,183.60.49.33,268
147.32.84.165,192.168.0.1,58
147.32.84.165,192.168.0.118,2
147.32.84.165,192.168.0.119,18
147.32.84.165,192.168.0.120,20
147.32.84.165,192.168.0.121,28
147.32.84.165,192.168.0.122,42
147.32.84.165,192.168.0.123,42
147.32.84.165,192.168.0.124,2
147.32.84.165,192.168.0.134,2
147.32.84.165,192.168.0.179,16
147.32.84.165,192.168.0.180,16
147.32.84.165,192.168.0.181,24
147.32.84.165,192.168.0.182,44
147.32.84.165,192.168.0.183,40
147.32.84.165,192.168.0.184,4
147.32.84.165,192.168.0.2,58
147.32.84.165,192.168.0.239,18
147.32.84.165,192.168.0.240,24
147.32.84.165,192.168.0.241,28
147.32.84.165,192.168.0.242,38
147.32.84.165,192.168.0.243,32
147.32.84.165,192.168.0.244,2
147.32.84.165,192.168.0.245,2
147.32.84.165,192.168.0.252,2
147.32.84.165,192.168.0.3,58
147.32.84.165,192.168.0.4,36
147.32.84.165,192.168.0.59,14
147.32.84.165,192.168.0.60,22
147.32.84.165,192.168.0.61,24
147.32.84.165,192.168.0.62,38
147.32.84.165,192.168.0.63,36
147.32.84.165,192.168.1.102,2
147.32.84.165,192.168.1.104,2
147.32.84.165,192.168.1.105,26
147.32.84.165,192.168.1.106,26
147.32.84.165,192.168.1.107,34
147.32.84.165,192.168.1.108,44
147.32.84.165,192.168.1.109,46
147.32.84.165,192.168.1.110,10
147.32.84.165,192.168.1.164,2
147.32.84.165,192.168.1.165,24
147.32.84.165,192.168.1.166,28
147.32.84.165,192.168.1.167,34
147.32.84.165,192.168.1.168,42
147.32.84.165,192.168.1.169,52
147.32.84.165,192.168.1.170,16
147.32.84.165,192.168.1.171,2
147.32.84.165,192.168.1.178,2
147.32.84.165,192.168.1.183,2
147.32.84.165,192.168.1.223,2
147.32.84.165,192.168.1.224,2
147.32.84.165,192.168.1.225,26
147.32.84.165,192.168.1.226,20
147.32.84.165,192.168.1.227,30
147.32.84.165,192.168.1.228,42
147.32.84.165,192.168.1.229,50
147.32.84.165,192.168.1.230,14
147.32.84.165,192.168.1.3,2
147.32.84.165,192.168.1.43,2
147.32.84.165,192.168.1.45,22
147.32.84.165,192.168.1.46,24
147.32.84.165,192.168.1.47,32
147.32.84.165,192.168.1.48,44
147.32.84.165,192.168.1.49,48
147.32.84.165,192.168.1.50,14
147.32.84.165,195.113.232.90,10
147.32.84.165,195.113.232.98,32
147.32.84.165,199.59.164.114,4
147.32.84.165,202.96.209.5,8
147.32.84.165,208.98.43.148,10
147.32.84.165,209.23.116.221,2
147.32.84.165,218.83.161.9,18
147.32.84.165,219.133.49.171,58
147.32.84.165,219.133.60.36,48
147.32.84.165,222.189.228.111,13086
147.32.84.165,222.73.121.38,12
147.32.84.165,222.73.45.106,1722
147.32.84.165,222.73.45.135,196
147.32.84.165,58.60.14.37,56
147.32.84.165,58.60.15.39,54
147.32.84.165,60.28.190.87,10
147.32.84.165,61.160.213.49,2
147.32.84.165,64.142.97.114,2
147.32.84.165,90.177.113.3,10564
147.32.84.165,95.130.170.231,2
147.32.84.171,147.32.84.165,58
147.32.84.181,147.32.84.165,763
147.32.84.2,147.32.84.165,87
147.32.84.242,147.32.84.165,19
147.32.84.3,147.32.84.165,66
147.32.84.4,147.32.84.165,12
147.32.84.54,147.32.84.165,6
147.32.84.59,147.32.84.165,10
147.32.84.60,147.32.84.165,10
147.32.84.62,147.32.84.165,20
147.32.84.63,147.32.84.165,19
147.32.84.79,147.32.84.165,90
147.32.84.99,147.32.84.165,6
147.32.86.147,147.32.84.165,1
147.32.86.152,147.32.84.165,3
147.32.86.155,147.32.84.165,3
147.32.86.216,147.32.84.165,1
147.32.86.33,147.32.84.165,1855
147.32.86.34,147.32.84.165,33
147.32.86.88,147.32.84.165,103
147.32.86.92,147.32.84.165,14
147.32.86.95,147.32.84.165,2466
147.32.86.96,147.32.84.165,33
147.32.86.98,147.32.84.165,10
147.32.87.132,147.32.84.165,1
147.32.87.133,147.32.84.165,1
147.32.87.134,147.32.84.165,2
147.32.87.135,147.32.84.165,1
147.32.87.136,147.32.84.165,1
147.32.87.137,147.32.84.165,13
147.32.87.139,147.32.84.165,18
147.32.87.15,147.32.84.165,1
147.32.87.192,147.32.84.165,1
147.32.87.20,147.32.84.165,23
147.32.87.21,147.32.84.165,22
147.32.87.22,147.32.84.165,21
147.32.87.23,147.32.84.165,25
147.32.87.251,147.32.84.165,1
147.32.87.252,147.32.84.165,1
147.32.87.253,147.32.84.165,1
147.32.96.45,147.32.84.165,151
174.127.86.151,147.32.84.165,1
174.128.235.237,147.32.84.165,424
175.6.0.103,147.32.84.165,42
175.6.0.105,147.32.84.165,4
183.60.16.10,147.32.84.165,64
183.60.16.12,147.32.84.165,76
183.60.16.15,147.32.84.165,88
183.60.16.16,147.32.84.165,142
183.60.16.17,147.32.84.165,76
183.60.16.244,147.32.84.165,71
183.60.48.101,147.32.84.165,50
183.60.48.103,147.32.84.165,253
183.60.48.104,147.32.84.165,133
183.60.48.105,147.32.84.165,152
183.60.48.106,147.32.84.165,21
183.60.49.123,147.32.84.165,110
183.60.49.124,147.32.84.165,113
183.60.49.125,147.32.84.165,27
183.60.49.126,147.32.84.165,125
183.60.49.30,147.32.84.165,149
183.60.49.31,147.32.84.165,173
183.60.49.33,147.32.84.165,117
195.113.232.90,147.32.84.165,3
195.113.232.98,147.32.84.165,10
199.59.164.114,147.32.84.165,2
202.96.209.5,147.32.84.165,1
208.98.43.148,147.32.84.165,2
209.23.116.221,147.32.84.165,1
218.83.161.9,147.32.84.165,3
219.133.49.171,147.32.84.165,24
219.133.60.36,147.32.84.165,23
222.189.228.111,147.32.84.165,4254
222.73.121.38,147.32.84.165,4
222.73.45.106,147.32.84.165,918
222.73.45.135,147.32.84.165,73
58.60.14.37,147.32.84.165,24
58.60.15.39,147.32.84.165,24
60.28.190.87,147.32.84.165,5
61.160.213.49,147.32.84.165,1
61.191.61.238,147.32.84.165,1
64.142.97.114,147.32.84.165,1
90.177.113.3,147.32.84.165,4119
95.130.170.231,147.32.84.165,1
